,DateRep,day,month,year,Cases,Deaths,Countries.and.territories,geoId,countryterritoryCode,popData2018,t
5216,18/01/2020,18,1,2020,0,0,Oman,OM,OMN,4829483,2020.04644808743
5215,19/01/2020,19,1,2020,0,0,Oman,OM,OMN,4829483,2020.04918032787
5214,20/01/2020,20,1,2020,0,0,Oman,OM,OMN,4829483,2020.05191256831
5213,21/01/2020,21,1,2020,0,0,Oman,OM,OMN,4829483,2020.05464480874
5212,22/01/2020,22,1,2020,0,0,Oman,OM,OMN,4829483,2020.05737704918
5211,23/01/2020,23,1,2020,0,0,Oman,OM,OMN,4829483,2020.06010928962
5210,24/01/2020,24,1,2020,0,0,Oman,OM,OMN,4829483,2020.06284153005
5209,25/01/2020,25,1,2020,0,0,Oman,OM,OMN,4829483,2020.06557377049
5208,26/01/2020,26,1,2020,0,0,Oman,OM,OMN,4829483,2020.06830601093
5207,27/01/2020,27,1,2020,0,0,Oman,OM,OMN,4829483,2020.07103825137
5206,28/01/2020,28,1,2020,0,0,Oman,OM,OMN,4829483,2020.0737704918
5205,29/01/2020,29,1,2020,0,0,Oman,OM,OMN,4829483,2020.07650273224
5204,30/01/2020,30,1,2020,0,0,Oman,OM,OMN,4829483,2020.07923497268
5203,31/01/2020,31,1,2020,0,0,Oman,OM,OMN,4829483,2020.08196721311
5202,01/02/2020,1,2,2020,0,0,Oman,OM,OMN,4829483,2020.08469945355
5201,02/02/2020,2,2,2020,0,0,Oman,OM,OMN,4829483,2020.08743169399
5200,03/02/2020,3,2,2020,0,0,Oman,OM,OMN,4829483,2020.09016393443
5199,04/02/2020,4,2,2020,0,0,Oman,OM,OMN,4829483,2020.09289617486
5198,05/02/2020,5,2,2020,0,0,Oman,OM,OMN,4829483,2020.0956284153
5197,06/02/2020,6,2,2020,0,0,Oman,OM,OMN,4829483,2020.09836065574
5196,07/02/2020,7,2,2020,0,0,Oman,OM,OMN,4829483,2020.10109289617
5195,08/02/2020,8,2,2020,0,0,Oman,OM,OMN,4829483,2020.10382513661
5194,09/02/2020,9,2,2020,0,0,Oman,OM,OMN,4829483,2020.10655737705
5193,10/02/2020,10,2,2020,0,0,Oman,OM,OMN,4829483,2020.10928961749
5192,11/02/2020,11,2,2020,0,0,Oman,OM,OMN,4829483,2020.11202185792
5191,12/02/2020,12,2,2020,0,0,Oman,OM,OMN,4829483,2020.11475409836
5190,13/02/2020,13,2,2020,0,0,Oman,OM,OMN,4829483,2020.1174863388
5189,14/02/2020,14,2,2020,0,0,Oman,OM,OMN,4829483,2020.12021857923
5188,15/02/2020,15,2,2020,0,0,Oman,OM,OMN,4829483,2020.12295081967
5187,16/02/2020,16,2,2020,0,0,Oman,OM,OMN,4829483,2020.12568306011
5186,17/02/2020,17,2,2020,0,0,Oman,OM,OMN,4829483,2020.12841530055
5185,18/02/2020,18,2,2020,0,0,Oman,OM,OMN,4829483,2020.13114754098
5184,19/02/2020,19,2,2020,0,0,Oman,OM,OMN,4829483,2020.13387978142
5183,20/02/2020,20,2,2020,0,0,Oman,OM,OMN,4829483,2020.13661202186
5182,21/02/2020,21,2,2020,0,0,Oman,OM,OMN,4829483,2020.1393442623
5181,22/02/2020,22,2,2020,0,0,Oman,OM,OMN,4829483,2020.14207650273
5180,23/02/2020,23,2,2020,0,0,Oman,OM,OMN,4829483,2020.14480874317
5179,24/02/2020,24,2,2020,0,0,Oman,OM,OMN,4829483,2020.14754098361
5178,25/02/2020,25,2,2020,2,0,Oman,OM,OMN,4829483,2020.15027322404
5177,26/02/2020,26,2,2020,2,0,Oman,OM,OMN,4829483,2020.15300546448
5176,27/02/2020,27,2,2020,0,0,Oman,OM,OMN,4829483,2020.15573770492
5175,28/02/2020,28,2,2020,2,0,Oman,OM,OMN,4829483,2020.15846994536
5174,29/02/2020,29,2,2020,0,0,Oman,OM,OMN,4829483,2020.16120218579
5173,01/03/2020,1,3,2020,0,0,Oman,OM,OMN,4829483,2020.16393442623
5172,02/03/2020,2,3,2020,0,0,Oman,OM,OMN,4829483,2020.16666666667
5171,03/03/2020,3,3,2020,1,0,Oman,OM,OMN,4829483,2020.1693989071
5170,05/03/2020,5,3,2020,8,0,Oman,OM,OMN,4829483,2020.17486338798
5169,06/03/2020,6,3,2020,1,0,Oman,OM,OMN,4829483,2020.17759562842
5168,10/03/2020,10,3,2020,2,0,Oman,OM,OMN,4829483,2020.18852459016
5167,11/03/2020,11,3,2020,0,0,Oman,OM,OMN,4829483,2020.1912568306
5166,14/03/2020,14,3,2020,2,0,Oman,OM,OMN,4829483,2020.19945355191
5165,15/03/2020,15,3,2020,0,0,Oman,OM,OMN,4829483,2020.20218579235
5164,16/03/2020,16,3,2020,2,0,Oman,OM,OMN,4829483,2020.20491803279
5163,17/03/2020,17,3,2020,2,0,Oman,OM,OMN,4829483,2020.20765027322
5162,18/03/2020,18,3,2020,0,0,Oman,OM,OMN,4829483,2020.21038251366
5161,19/03/2020,19,3,2020,15,0,Oman,OM,OMN,4829483,2020.2131147541
5160,20/03/2020,20,3,2020,0,0,Oman,OM,OMN,4829483,2020.21584699454
5159,21/03/2020,21,3,2020,9,0,Oman,OM,OMN,4829483,2020.21857923497
5158,22/03/2020,22,3,2020,4,0,Oman,OM,OMN,4829483,2020.22131147541
5157,23/03/2020,23,3,2020,3,0,Oman,OM,OMN,4829483,2020.22404371585
5156,24/03/2020,24,3,2020,11,0,Oman,OM,OMN,4829483,2020.22677595628
5155,25/03/2020,25,3,2020,18,0,Oman,OM,OMN,4829483,2020.22950819672
5154,26/03/2020,26,3,2020,15,0,Oman,OM,OMN,4829483,2020.23224043716
5153,27/03/2020,27,3,2020,10,0,Oman,OM,OMN,4829483,2020.2349726776
5152,28/03/2020,28,3,2020,22,0,Oman,OM,OMN,4829483,2020.23770491803
5318,31/12/2019,31,12,2019,0,0,Pakistan,PK,PAK,212215030,2019.99726027397
5317,01/01/2020,1,1,2020,0,0,Pakistan,PK,PAK,212215030,2020
5316,02/01/2020,2,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.00273224044
5315,03/01/2020,3,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.00546448087
5314,04/01/2020,4,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.00819672131
5313,05/01/2020,5,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.01092896175
5312,06/01/2020,6,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.01366120219
5311,07/01/2020,7,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.01639344262
5310,08/01/2020,8,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.01912568306
5309,09/01/2020,9,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.0218579235
5308,10/01/2020,10,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.02459016393
5307,11/01/2020,11,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.02732240437
5306,12/01/2020,12,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.03005464481
5305,13/01/2020,13,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.03278688525
5304,14/01/2020,14,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.03551912568
5303,15/01/2020,15,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.03825136612
5302,16/01/2020,16,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.04098360656
5301,17/01/2020,17,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.04371584699
5300,18/01/2020,18,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.04644808743
5299,19/01/2020,19,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.04918032787
5298,20/01/2020,20,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.05191256831
5297,21/01/2020,21,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.05464480874
5296,22/01/2020,22,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.05737704918
5295,23/01/2020,23,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.06010928962
5294,24/01/2020,24,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.06284153005
5293,25/01/2020,25,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.06557377049
5292,26/01/2020,26,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.06830601093
5291,27/01/2020,27,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.07103825137
5290,28/01/2020,28,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.0737704918
5289,29/01/2020,29,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.07650273224
5288,30/01/2020,30,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.07923497268
5287,31/01/2020,31,1,2020,0,0,Pakistan,PK,PAK,212215030,2020.08196721311
5286,01/02/2020,1,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.08469945355
5285,02/02/2020,2,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.08743169399
5284,03/02/2020,3,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.09016393443
5283,04/02/2020,4,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.09289617486
5282,05/02/2020,5,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.0956284153
5281,06/02/2020,6,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.09836065574
5280,07/02/2020,7,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.10109289617
5279,08/02/2020,8,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.10382513661
5278,09/02/2020,9,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.10655737705
5277,10/02/2020,10,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.10928961749
5276,11/02/2020,11,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.11202185792
5275,12/02/2020,12,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.11475409836
5274,13/02/2020,13,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.1174863388
5273,14/02/2020,14,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.12021857923
5272,15/02/2020,15,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.12295081967
5271,16/02/2020,16,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.12568306011
5270,17/02/2020,17,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.12841530055
5269,18/02/2020,18,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.13114754098
5268,19/02/2020,19,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.13387978142
5267,20/02/2020,20,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.13661202186
5266,21/02/2020,21,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.1393442623
5265,22/02/2020,22,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.14207650273
5264,23/02/2020,23,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.14480874317
5263,24/02/2020,24,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.14754098361
5262,25/02/2020,25,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.15027322404
5261,26/02/2020,26,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.15300546448
5260,27/02/2020,27,2,2020,2,0,Pakistan,PK,PAK,212215030,2020.15573770492
5259,28/02/2020,28,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.15846994536
5258,29/02/2020,29,2,2020,0,0,Pakistan,PK,PAK,212215030,2020.16120218579
5257,01/03/2020,1,3,2020,2,0,Pakistan,PK,PAK,212215030,2020.16393442623
5256,02/03/2020,2,3,2020,0,0,Pakistan,PK,PAK,212215030,2020.16666666667
5255,04/03/2020,4,3,2020,1,0,Pakistan,PK,PAK,212215030,2020.17213114754
5254,07/03/2020,7,3,2020,1,0,Pakistan,PK,PAK,212215030,2020.18032786885
5253,10/03/2020,10,3,2020,10,0,Pakistan,PK,PAK,212215030,2020.18852459016
5252,11/03/2020,11,3,2020,0,0,Pakistan,PK,PAK,212215030,2020.1912568306
5251,12/03/2020,12,3,2020,4,0,Pakistan,PK,PAK,212215030,2020.19398907104
5250,13/03/2020,13,3,2020,1,0,Pakistan,PK,PAK,212215030,2020.19672131148
5249,14/03/2020,14,3,2020,0,0,Pakistan,PK,PAK,212215030,2020.19945355191
5248,15/03/2020,15,3,2020,9,0,Pakistan,PK,PAK,212215030,2020.20218579235
5247,16/03/2020,16,3,2020,1,0,Pakistan,PK,PAK,212215030,2020.20491803279
5246,17/03/2020,17,3,2020,156,0,Pakistan,PK,PAK,212215030,2020.20765027322
5245,18/03/2020,18,3,2020,0,0,Pakistan,PK,PAK,212215030,2020.21038251366
5244,19/03/2020,19,3,2020,115,0,Pakistan,PK,PAK,212215030,2020.2131147541
5243,20/03/2020,20,3,2020,176,2,Pakistan,PK,PAK,212215030,2020.21584699454
5242,21/03/2020,21,3,2020,17,1,Pakistan,PK,PAK,212215030,2020.21857923497
5241,22/03/2020,22,3,2020,151,0,Pakistan,PK,PAK,212215030,2020.22131147541
5240,23/03/2020,23,3,2020,138,2,Pakistan,PK,PAK,212215030,2020.22404371585
5239,24/03/2020,24,3,2020,103,1,Pakistan,PK,PAK,212215030,2020.22677595628
5238,25/03/2020,25,3,2020,104,1,Pakistan,PK,PAK,212215030,2020.22950819672
5237,26/03/2020,26,3,2020,66,1,Pakistan,PK,PAK,212215030,2020.23224043716
5236,27/03/2020,27,3,2020,140,1,Pakistan,PK,PAK,212215030,2020.2349726776
5235,28/03/2020,28,3,2020,0,0,Pakistan,PK,PAK,212215030,2020.23770491803
5339,06/03/2020,6,3,2020,7,0,Palestine,PS,PSE,4569087,2020.17759562842
5338,07/03/2020,7,3,2020,9,0,Palestine,PS,PSE,4569087,2020.18032786885
5337,08/03/2020,8,3,2020,3,0,Palestine,PS,PSE,4569087,2020.18306010929
5336,10/03/2020,10,3,2020,1,0,Palestine,PS,PSE,4569087,2020.18852459016
5335,11/03/2020,11,3,2020,9,0,Palestine,PS,PSE,4569087,2020.1912568306
5334,12/03/2020,12,3,2020,1,0,Palestine,PS,PSE,4569087,2020.19398907104
5333,14/03/2020,14,3,2020,5,0,Palestine,PS,PSE,4569087,2020.19945355191
5332,15/03/2020,15,3,2020,3,0,Palestine,PS,PSE,4569087,2020.20218579235
5331,16/03/2020,16,3,2020,0,0,Palestine,PS,PSE,4569087,2020.20491803279
5330,17/03/2020,17,3,2020,1,0,Palestine,PS,PSE,4569087,2020.20765027322
5329,18/03/2020,18,3,2020,2,0,Palestine,PS,PSE,4569087,2020.21038251366
5328,19/03/2020,19,3,2020,3,0,Palestine,PS,PSE,4569087,2020.2131147541
5327,20/03/2020,20,3,2020,3,0,Palestine,PS,PSE,4569087,2020.21584699454
5326,21/03/2020,21,3,2020,1,0,Palestine,PS,PSE,4569087,2020.21857923497
5325,22/03/2020,22,3,2020,4,0,Palestine,PS,PSE,4569087,2020.22131147541
5324,23/03/2020,23,3,2020,7,0,Palestine,PS,PSE,4569087,2020.22404371585
5323,24/03/2020,24,3,2020,0,0,Palestine,PS,PSE,4569087,2020.22677595628
5322,25/03/2020,25,3,2020,1,0,Palestine,PS,PSE,4569087,2020.22950819672
5321,26/03/2020,26,3,2020,2,0,Palestine,PS,PSE,4569087,2020.23224043716
5320,27/03/2020,27,3,2020,22,1,Palestine,PS,PSE,4569087,2020.2349726776
5319,28/03/2020,28,3,2020,7,0,Palestine,PS,PSE,4569087,2020.23770491803
5358,10/03/2020,10,3,2020,1,0,Panama,PA,PAN,4176873,2020.18852459016
5357,11/03/2020,11,3,2020,6,1,Panama,PA,PAN,4176873,2020.1912568306
5356,12/03/2020,12,3,2020,7,0,Panama,PA,PAN,4176873,2020.19398907104
5355,13/03/2020,13,3,2020,13,0,Panama,PA,PAN,4176873,2020.19672131148
5354,14/03/2020,14,3,2020,9,0,Panama,PA,PAN,4176873,2020.19945355191
5353,15/03/2020,15,3,2020,7,0,Panama,PA,PAN,4176873,2020.20218579235
5352,16/03/2020,16,3,2020,0,0,Panama,PA,PAN,4176873,2020.20491803279
5351,17/03/2020,17,3,2020,26,0,Panama,PA,PAN,4176873,2020.20765027322
5350,18/03/2020,18,3,2020,17,0,Panama,PA,PAN,4176873,2020.21038251366
5349,19/03/2020,19,3,2020,23,0,Panama,PA,PAN,4176873,2020.2131147541
5348,20/03/2020,20,3,2020,28,0,Panama,PA,PAN,4176873,2020.21584699454
5347,21/03/2020,21,3,2020,63,0,Panama,PA,PAN,4176873,2020.21857923497
5346,22/03/2020,22,3,2020,45,2,Panama,PA,PAN,4176873,2020.22131147541
5345,23/03/2020,23,3,2020,68,0,Panama,PA,PAN,4176873,2020.22404371585
5344,24/03/2020,24,3,2020,32,3,Panama,PA,PAN,4176873,2020.22677595628
5343,25/03/2020,25,3,2020,98,0,Panama,PA,PAN,4176873,2020.22950819672
5342,26/03/2020,26,3,2020,145,0,Panama,PA,PAN,4176873,2020.23224043716
5341,27/03/2020,27,3,2020,86,3,Panama,PA,PAN,4176873,2020.2349726776
5340,28/03/2020,28,3,2020,112,5,Panama,PA,PAN,4176873,2020.23770491803
5366,21/03/2020,21,3,2020,1,0,Papua_New_Guinea,PG,PNG,8606316,2020.21857923497
5365,22/03/2020,22,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.22131147541
5364,23/03/2020,23,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.22404371585
5363,24/03/2020,24,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.22677595628
5362,25/03/2020,25,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.22950819672
5361,26/03/2020,26,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.23224043716
5360,27/03/2020,27,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.2349726776
5359,28/03/2020,28,3,2020,0,0,Papua_New_Guinea,PG,PNG,8606316,2020.23770491803
5383,08/03/2020,8,3,2020,1,0,Paraguay,PY,PRY,6956071,2020.18306010929
5382,11/03/2020,11,3,2020,4,0,Paraguay,PY,PRY,6956071,2020.1912568306
5381,13/03/2020,13,3,2020,1,0,Paraguay,PY,PRY,6956071,2020.19672131148
5380,14/03/2020,14,3,2020,1,0,Paraguay,PY,PRY,6956071,2020.19945355191
5379,16/03/2020,16,3,2020,1,0,Paraguay,PY,PRY,6956071,2020.20491803279
5378,17/03/2020,17,3,2020,1,0,Paraguay,PY,PRY,6956071,2020.20765027322
5377,18/03/2020,18,3,2020,2,0,Paraguay,PY,PRY,6956071,2020.21038251366
5376,19/03/2020,19,3,2020,0,0,Paraguay,PY,PRY,6956071,2020.2131147541
5375,20/03/2020,20,3,2020,2,0,Paraguay,PY,PRY,6956071,2020.21584699454
5374,21/03/2020,21,3,2020,5,1,Paraguay,PY,PRY,6956071,2020.21857923497
5373,22/03/2020,22,3,2020,4,0,Paraguay,PY,PRY,6956071,2020.22131147541
5372,23/03/2020,23,3,2020,0,0,Paraguay,PY,PRY,6956071,2020.22404371585
5371,24/03/2020,24,3,2020,5,0,Paraguay,PY,PRY,6956071,2020.22677595628
5370,25/03/2020,25,3,2020,10,2,Paraguay,PY,PRY,6956071,2020.22950819672
5369,26/03/2020,26,3,2020,4,0,Paraguay,PY,PRY,6956071,2020.23224043716
5368,27/03/2020,27,3,2020,11,0,Paraguay,PY,PRY,6956071,2020.2349726776
5367,28/03/2020,28,3,2020,4,0,Paraguay,PY,PRY,6956071,2020.23770491803
5404,07/03/2020,7,3,2020,1,0,Peru,PE,PER,31989256,2020.18032786885
5403,09/03/2020,9,3,2020,6,0,Peru,PE,PER,31989256,2020.18579234973
5402,10/03/2020,10,3,2020,2,0,Peru,PE,PER,31989256,2020.18852459016
5401,11/03/2020,11,3,2020,2,0,Peru,PE,PER,31989256,2020.1912568306
5400,12/03/2020,12,3,2020,6,0,Peru,PE,PER,31989256,2020.19398907104
5399,13/03/2020,13,3,2020,5,0,Peru,PE,PER,31989256,2020.19672131148
5398,14/03/2020,14,3,2020,16,0,Peru,PE,PER,31989256,2020.19945355191
5397,15/03/2020,15,3,2020,5,0,Peru,PE,PER,31989256,2020.20218579235
5396,16/03/2020,16,3,2020,28,0,Peru,PE,PER,31989256,2020.20491803279
5395,17/03/2020,17,3,2020,15,0,Peru,PE,PER,31989256,2020.20765027322
5394,18/03/2020,18,3,2020,31,0,Peru,PE,PER,31989256,2020.21038251366
5393,19/03/2020,19,3,2020,28,0,Peru,PE,PER,31989256,2020.2131147541
5392,20/03/2020,20,3,2020,89,2,Peru,PE,PER,31989256,2020.21584699454
5391,21/03/2020,21,3,2020,29,1,Peru,PE,PER,31989256,2020.21857923497
5390,22/03/2020,22,3,2020,55,2,Peru,PE,PER,31989256,2020.22131147541
5389,23/03/2020,23,3,2020,45,0,Peru,PE,PER,31989256,2020.22404371585
5388,24/03/2020,24,3,2020,32,0,Peru,PE,PER,31989256,2020.22677595628
5387,25/03/2020,25,3,2020,21,2,Peru,PE,PER,31989256,2020.22950819672
5386,26/03/2020,26,3,2020,142,1,Peru,PE,PER,31989256,2020.23224043716
5385,27/03/2020,27,3,2020,22,1,Peru,PE,PER,31989256,2020.2349726776
5384,28/03/2020,28,3,2020,55,2,Peru,PE,PER,31989256,2020.23770491803
5489,31/12/2019,31,12,2019,0,0,Philippines,PH,PHL,106651922,2019.99726027397
5488,01/01/2020,1,1,2020,0,0,Philippines,PH,PHL,106651922,2020
5487,02/01/2020,2,1,2020,0,0,Philippines,PH,PHL,106651922,2020.00273224044
5486,03/01/2020,3,1,2020,0,0,Philippines,PH,PHL,106651922,2020.00546448087
5485,04/01/2020,4,1,2020,0,0,Philippines,PH,PHL,106651922,2020.00819672131
5484,05/01/2020,5,1,2020,0,0,Philippines,PH,PHL,106651922,2020.01092896175
5483,06/01/2020,6,1,2020,0,0,Philippines,PH,PHL,106651922,2020.01366120219
5482,07/01/2020,7,1,2020,0,0,Philippines,PH,PHL,106651922,2020.01639344262
5481,08/01/2020,8,1,2020,0,0,Philippines,PH,PHL,106651922,2020.01912568306
5480,09/01/2020,9,1,2020,0,0,Philippines,PH,PHL,106651922,2020.0218579235
5479,10/01/2020,10,1,2020,0,0,Philippines,PH,PHL,106651922,2020.02459016393
5478,11/01/2020,11,1,2020,0,0,Philippines,PH,PHL,106651922,2020.02732240437
5477,12/01/2020,12,1,2020,0,0,Philippines,PH,PHL,106651922,2020.03005464481
5476,13/01/2020,13,1,2020,0,0,Philippines,PH,PHL,106651922,2020.03278688525
5475,14/01/2020,14,1,2020,0,0,Philippines,PH,PHL,106651922,2020.03551912568
5474,15/01/2020,15,1,2020,0,0,Philippines,PH,PHL,106651922,2020.03825136612
5473,16/01/2020,16,1,2020,0,0,Philippines,PH,PHL,106651922,2020.04098360656
5472,17/01/2020,17,1,2020,0,0,Philippines,PH,PHL,106651922,2020.04371584699
5471,18/01/2020,18,1,2020,0,0,Philippines,PH,PHL,106651922,2020.04644808743
5470,19/01/2020,19,1,2020,0,0,Philippines,PH,PHL,106651922,2020.04918032787
5469,20/01/2020,20,1,2020,0,0,Philippines,PH,PHL,106651922,2020.05191256831
5468,21/01/2020,21,1,2020,0,0,Philippines,PH,PHL,106651922,2020.05464480874
5467,22/01/2020,22,1,2020,0,0,Philippines,PH,PHL,106651922,2020.05737704918
5466,23/01/2020,23,1,2020,0,0,Philippines,PH,PHL,106651922,2020.06010928962
5465,24/01/2020,24,1,2020,0,0,Philippines,PH,PHL,106651922,2020.06284153005
5464,25/01/2020,25,1,2020,0,0,Philippines,PH,PHL,106651922,2020.06557377049
5463,26/01/2020,26,1,2020,0,0,Philippines,PH,PHL,106651922,2020.06830601093
5462,27/01/2020,27,1,2020,0,0,Philippines,PH,PHL,106651922,2020.07103825137
5461,28/01/2020,28,1,2020,0,0,Philippines,PH,PHL,106651922,2020.0737704918
5460,29/01/2020,29,1,2020,0,0,Philippines,PH,PHL,106651922,2020.07650273224
5459,30/01/2020,30,1,2020,1,0,Philippines,PH,PHL,106651922,2020.07923497268
5458,31/01/2020,31,1,2020,0,0,Philippines,PH,PHL,106651922,2020.08196721311
5457,01/02/2020,1,2,2020,0,0,Philippines,PH,PHL,106651922,2020.08469945355
5456,02/02/2020,2,2,2020,1,1,Philippines,PH,PHL,106651922,2020.08743169399
5455,03/02/2020,3,2,2020,0,0,Philippines,PH,PHL,106651922,2020.09016393443
5454,04/02/2020,4,2,2020,0,0,Philippines,PH,PHL,106651922,2020.09289617486
5453,05/02/2020,5,2,2020,0,0,Philippines,PH,PHL,106651922,2020.0956284153
5452,06/02/2020,6,2,2020,1,0,Philippines,PH,PHL,106651922,2020.09836065574
5451,07/02/2020,7,2,2020,0,0,Philippines,PH,PHL,106651922,2020.10109289617
5450,08/02/2020,8,2,2020,0,0,Philippines,PH,PHL,106651922,2020.10382513661
5449,09/02/2020,9,2,2020,0,0,Philippines,PH,PHL,106651922,2020.10655737705
5448,10/02/2020,10,2,2020,0,0,Philippines,PH,PHL,106651922,2020.10928961749
5447,11/02/2020,11,2,2020,0,0,Philippines,PH,PHL,106651922,2020.11202185792
5446,12/02/2020,12,2,2020,0,0,Philippines,PH,PHL,106651922,2020.11475409836
5445,13/02/2020,13,2,2020,0,0,Philippines,PH,PHL,106651922,2020.1174863388
5444,14/02/2020,14,2,2020,0,0,Philippines,PH,PHL,106651922,2020.12021857923
5443,15/02/2020,15,2,2020,0,0,Philippines,PH,PHL,106651922,2020.12295081967
5442,16/02/2020,16,2,2020,0,0,Philippines,PH,PHL,106651922,2020.12568306011
5441,17/02/2020,17,2,2020,0,0,Philippines,PH,PHL,106651922,2020.12841530055
5440,18/02/2020,18,2,2020,0,0,Philippines,PH,PHL,106651922,2020.13114754098
5439,19/02/2020,19,2,2020,0,0,Philippines,PH,PHL,106651922,2020.13387978142
5438,20/02/2020,20,2,2020,0,0,Philippines,PH,PHL,106651922,2020.13661202186
5437,21/02/2020,21,2,2020,0,0,Philippines,PH,PHL,106651922,2020.1393442623
5436,22/02/2020,22,2,2020,0,0,Philippines,PH,PHL,106651922,2020.14207650273
5435,23/02/2020,23,2,2020,0,0,Philippines,PH,PHL,106651922,2020.14480874317
5434,24/02/2020,24,2,2020,0,0,Philippines,PH,PHL,106651922,2020.14754098361
5433,25/02/2020,25,2,2020,0,0,Philippines,PH,PHL,106651922,2020.15027322404
5432,26/02/2020,26,2,2020,0,0,Philippines,PH,PHL,106651922,2020.15300546448
5431,27/02/2020,27,2,2020,0,0,Philippines,PH,PHL,106651922,2020.15573770492
5430,28/02/2020,28,2,2020,0,0,Philippines,PH,PHL,106651922,2020.15846994536
5429,29/02/2020,29,2,2020,0,0,Philippines,PH,PHL,106651922,2020.16120218579
5428,01/03/2020,1,3,2020,0,0,Philippines,PH,PHL,106651922,2020.16393442623
5427,02/03/2020,2,3,2020,0,0,Philippines,PH,PHL,106651922,2020.16666666667
5426,07/03/2020,7,3,2020,2,0,Philippines,PH,PHL,106651922,2020.18032786885
5425,08/03/2020,8,3,2020,1,0,Philippines,PH,PHL,106651922,2020.18306010929
5424,09/03/2020,9,3,2020,4,0,Philippines,PH,PHL,106651922,2020.18579234973
5423,10/03/2020,10,3,2020,23,0,Philippines,PH,PHL,106651922,2020.18852459016
5422,11/03/2020,11,3,2020,0,0,Philippines,PH,PHL,106651922,2020.1912568306
5421,12/03/2020,12,3,2020,16,1,Philippines,PH,PHL,106651922,2020.19398907104
5420,13/03/2020,13,3,2020,3,0,Philippines,PH,PHL,106651922,2020.19672131148
5419,14/03/2020,14,3,2020,12,4,Philippines,PH,PHL,106651922,2020.19945355191
5418,15/03/2020,15,3,2020,47,0,Philippines,PH,PHL,106651922,2020.20218579235
5417,16/03/2020,16,3,2020,29,6,Philippines,PH,PHL,106651922,2020.20491803279
5416,17/03/2020,17,3,2020,2,0,Philippines,PH,PHL,106651922,2020.20765027322
