"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)","date"
"1",2,8,2.70180568216467,2.08168030232659,0.30659411454708,0.450025502343145,6.68598780533198,2.18992682896505,6.68598780533198,6.68598780533198,8.04973052698749,"16/02/2020"
"2",3,9,1.1981723897985,1.24225940694886,0.0295767403468125,0.0594767411174127,3.64373190221401,0.812571398187034,3.64373190221401,3.64373190221401,4.53608844173633,"17/02/2020"
"3",4,10,1.10644425897027,1.15600568220939,0.0270912893960301,0.055178910682543,3.3276341071151,0.754092321634916,3.3276341071151,3.3276341071151,4.14352534708963,"18/02/2020"
"4",5,11,1.10424257756938,1.18929142387949,0.0270356792316943,0.0547148080381127,3.34184615908047,0.744237774994687,3.34184615908047,3.34184615908047,4.18314010427441,"19/02/2020"
"5",6,12,1.16609743768934,1.28990011659582,0.0281996771011674,0.0569060239276791,3.55720676640401,0.773653634275086,3.55720676640401,3.55720676640401,4.50507656668738,"20/02/2020"
"6",7,13,1.29922326804226,1.46303647915731,0.0302594536820437,0.0616839850061913,4.01672342120906,0.848799714716995,4.01672342120906,4.01672342120906,5.13983995409446,"21/02/2020"
"7",8,14,1.49917689344706,1.68973779436276,0.0346275136608655,0.0701022037371744,4.69722984462722,0.969093978345558,4.69722984462722,4.69722984462722,6.01814760624208,"22/02/2020"
"8",9,15,1.77306072488371,1.97428130708368,0.0409762455192463,0.0829537414014976,5.54878926747821,1.14893140235583,5.54878926747821,5.54878926747821,7.10826606462337,"23/02/2020"
"9",10,16,2.12088813556063,2.32972708950294,0.0492317657226771,0.0997811108776184,6.62671787367711,1.38526666519332,6.62671787367711,6.62671787367711,8.4156106206115,"24/02/2020"
"10",11,17,5.07504499109911,3.9913721263992,0.559966847528667,0.824133733641257,12.7911216499471,4.05967394936311,12.7911216499471,12.7911216499471,15.4988285014658,"25/02/2020"
"11",12,18,21.7819209050865,9.44115309669979,7.98907036268508,9.48349956880378,39.3830791176261,20.2411238229991,39.3830791176261,39.3830791176261,44.6163628251752,"26/02/2020"
"12",13,19,39.2720878571488,19.4936124259108,5.08059695501194,8.24184911961503,74.038132384101,38.0163384551683,74.038132384101,74.038132384101,83.6005295661102,"27/02/2020"
"13",14,20,61.9484942428672,44.6846974811735,4.51486288241462,6.75531605434086,147.801900522346,54.5085389303184,147.801900522346,147.801900522346,165.94703144742,"28/02/2020"
"14",15,21,57.4046580378701,61.2449205147456,3.18325267970951,4.64873253181599,200.726036339903,36.0126345902963,200.726036339903,200.726036339903,238.961591990143,"29/02/2020"
"15",16,22,43.0001081585486,62.4633816100208,2.79289543755486,3.81038776149338,166.691580617652,22.5989979813656,166.691580617652,166.691580617652,246.296811429359,"01/03/2020"
"16",17,23,31.4507740295828,56.4019438336304,2.92132242084186,3.83008081643533,98.1272815496968,17.5317834262837,98.1272815496968,98.1272815496968,147.194952253381,"02/03/2020"
"17",18,24,19.8257076358727,37.2953940680885,2.50209962273304,3.28659528720444,51.4811501389414,12.9588381715766,51.4811501389414,51.4811501389414,68.3578742415957,"03/03/2020"
"18",19,25,12.880280340878,13.1031832815595,2.27401635137313,2.88736281935028,31.095549254959,10.0729522147288,31.095549254959,31.095549254959,37.9713054089561,"04/03/2020"
"19",20,26,9.14212605657546,6.22864139931511,2.05397493066926,2.54530106686067,20.3141367871568,7.81440336823849,20.3141367871568,20.3141367871568,23.6698752083349,"05/03/2020"
"20",21,27,8.36164750860699,4.69047363098634,2.29288688941785,2.76566894526429,17.1661133955113,7.48377660550553,17.1661133955113,17.1661133955113,19.452782606484,"06/03/2020"
"21",22,28,7.77304100949975,3.79244838110151,2.31110197353275,2.8261915646005,14.8786428680101,7.20240299203663,14.8786428680101,14.8786428680101,16.5111492131832,"07/03/2020"
"22",23,29,7.48851142362117,3.34418908437652,2.30107027837294,2.82505857176755,13.5670660662284,7.12211363296907,13.5670660662284,13.5670660662284,14.8151448918656,"08/03/2020"
"23",24,30,7.12094053586233,3.02923979916076,2.22022703750579,2.72406242662771,12.5077920494611,6.88355687175973,12.5077920494611,12.5077920494611,13.4531641572892,"09/03/2020"
"24",25,31,7.56016380750272,3.14505321899094,2.40536962318884,2.93059951975213,13.1588273677796,7.34437956737005,13.1588273677796,13.1588273677796,14.0243094702345,"10/03/2020"
"25",26,32,7.60076319971889,3.17181720404888,2.3527504061243,2.91117884541395,13.2586957240189,7.38535671998393,13.2586957240189,13.2586957240189,14.1171454902179,"11/03/2020"
"26",27,33,7.25207874875191,3.07497774296654,2.21045855147141,2.73214584124198,12.7355044144186,7.04092315370993,12.7355044144186,12.7355044144186,13.6346037680887,"12/03/2020"
"27",28,34,6.77188945972173,2.89767518363448,2.11160574086013,2.57458016187553,11.9594610534404,6.54828968041726,11.9594610534404,11.9594610534404,12.8294702483643,"13/03/2020"
"28",29,35,6.03433032949592,2.55491737729355,1.9707039926634,2.37126978242723,10.6487004187103,5.81227247244819,10.6487004187103,10.6487004187103,11.4349035813948,"14/03/2020"
"29",30,36,5.41097353714118,2.21509410246057,1.90019978149317,2.243294366467,9.4318289036484,5.20626239184167,9.4318289036484,9.4318289036484,10.1336762915074,"15/03/2020"
"30",31,37,4.46963588907084,1.73049814424089,1.69430185663562,1.97522369560934,7.58131705904436,4.3148946635455,7.58131705904436,7.58131705904436,8.13969761758274,"16/03/2020"
