,stateFIPS,countyFIPS,Life expectancy Under 1,Life expectancy 1-4,Life expectancy 5-14,Life expectancy 15-24,Life expectancy 25-34,Life expectancy 35-44,Life expectancy 45-54,Life expectancy 55-64,Life expectancy 65-74,Life expectancy 75-84,Life expectancy 85 and older
0,1,79,73.74285714285715,73.48571428571428,69.71428571428571,59.885714285714286,50.42857142857143,41.17142857142857,32.57142857142857,24.571428571428573,16.942857142857143,10.142857142857142,5.685714285714286
0,1,81,77.54782608695652,77.14347826086956,73.26086956521739,63.37826086956523,53.839130434782604,44.35652173913043,35.199999999999996,26.682608695652174,18.813043478260873,11.986956521739133,7.034782608695651
0,1,83,75.98125,75.61875,71.775,61.925,52.425,43.112500000000004,34.0,25.49375,18.0,11.15625,6.04375
0,1,85,73.7,73.125,69.575,59.825,50.5,41.75,33.625,26.375,19.325000000000003,12.825,8.15
0,1,87,73.07272727272726,73.30000000000001,69.4090909090909,59.58181818181818,50.59090909090909,41.64545454545455,32.88181818181818,25.063636363636363,18.072727272727267,11.890909090909089,6.99090909090909
0,1,89,76.7985294117647,76.5455882352941,72.67500000000001,62.80441176470588,53.38676470588236,44.06911764705882,35.016176470588235,26.517647058823528,18.8,11.923529411764704,6.617647058823529
0,1,91,75.2,74.9,71.08333333333333,61.25,52.0,42.78333333333333,33.76666666666667,26.016666666666666,18.48333333333333,12.0,6.05
0,1,93,74.35714285714286,74.0,70.18571428571428,60.41428571428571,51.028571428571425,42.214285714285715,33.300000000000004,25.171428571428574,18.028571428571432,11.871428571428572,6.514285714285714
0,1,95,74.83333333333334,74.51666666666667,70.62777777777778,60.794444444444444,51.388888888888886,42.09444444444445,33.18888888888889,25.08888888888889,17.977777777777774,11.555555555555555,7.327777777777778
0,1,97,74.15961538461539,73.9826923076923,70.1576923076923,60.3423076923077,50.96923076923076,41.82692307692308,33.107692307692304,25.03173076923077,17.69326923076923,11.212499999999999,6.470192307692306
0,1,99,75.04285714285713,74.82857142857142,71.01428571428572,61.3,51.89999999999999,43.128571428571426,34.52857142857143,26.499999999999996,19.414285714285715,12.928571428571429,8.042857142857143
0,1,101,74.52037037037037,74.35555555555555,70.53148148148146,60.74814814814815,51.53703703703705,42.41666666666668,33.520370370370365,25.37962962962963,18.074074074074073,11.80185185185185,6.344444444444446
0,1,103,75.65,75.48461538461538,71.6576923076923,61.78846153846154,52.38076923076923,43.173076923076934,34.08461538461538,25.707692307692305,18.384615384615383,11.765384615384615,6.8307692307692305
0,1,105,73.9,73.69999999999999,69.85,60.1,50.75,42.8,33.95,26.15,18.65,12.05,8.05
0,1,107,74.32,74.6,70.8,60.98,51.58,42.519999999999996,33.58,25.14,18.0,11.32,6.5600000000000005
0,1,109,75.42857142857143,75.28571428571429,71.57142857142857,61.75714285714286,52.42857142857143,43.54285714285715,34.54285714285714,26.54285714285714,19.057142857142857,12.671428571428573,6.8428571428571425
0,1,111,74.45,74.10000000000001,70.26666666666665,60.38333333333333,50.96666666666667,42.13333333333333,33.550000000000004,25.25,18.15,11.516666666666666,6.5
0,1,113,72.8,72.73076923076923,68.83846153846153,59.0,49.76153846153847,40.77692307692307,31.746153846153845,23.538461538461544,16.53846153846154,10.446153846153846,5.653846153846154
0,1,115,74.70833333333334,74.31666666666668,70.47500000000001,60.675000000000004,51.275000000000006,42.39166666666667,33.283333333333324,25.09166666666667,17.599999999999998,11.008333333333333,5.858333333333333
0,1,117,78.35555555555555,77.99555555555555,74.1,64.21777777777778,54.72888888888888,45.480000000000004,36.16444444444444,27.417777777777776,19.20888888888889,12.037777777777782,6.373333333333332
0,1,119,75.875,76.375,72.65,63.075,53.65,44.675000000000004,35.975,27.85,20.425,13.425,8.4
0,1,121,72.72272727272728,72.60909090909091,68.79545454545455,59.02272727272727,49.70909090909092,40.70909090909092,32.0090909090909,23.99545454545455,17.000000000000004,10.840909090909092,6.363636363636363
0,1,123,74.71000000000001,74.74000000000001,70.89,61.05,51.81,42.519999999999996,33.67,25.65,18.34,11.62,7.01
0,1,125,75.02142857142857,74.97857142857144,71.12142857142858,61.24761904761905,51.80000000000001,42.523809523809526,33.511904761904766,25.092857142857145,17.521428571428572,11.133333333333335,6.119047619047619
0,1,127,71.43888888888888,71.08333333333331,67.3,57.516666666666666,48.16111111111111,39.52777777777778,31.244444444444444,23.488888888888894,16.533333333333335,10.344444444444443,5.383333333333333
0,1,129,74.875,75.125,71.275,61.574999999999996,52.425,43.1,33.925,25.799999999999997,17.975,11.6,6.925
0,1,131,74.25,73.95,70.1,60.25,51.55,42.95,35.1,27.65,21.2,15.0,9.8
0,1,133,74.98333333333333,74.76666666666667,70.89999999999999,61.04999999999999,51.800000000000004,42.78333333333333,33.76666666666667,25.899999999999995,18.483333333333334,11.75,6.366666666666666
0,2,13,86.9,86.4,82.5,72.6,62.9,53.1,44.0,34.3,24.6,15.1,6.0
0,2,16,77.75,77.15,73.2,63.3,53.85,44.5,35.25,26.6,18.65,11.7,6.35
0,2,20,78.03469387755102,77.5326530612245,73.67551020408163,63.75102040816327,54.24897959183673,44.83877551020408,35.71224489795918,27.016326530612247,18.989795918367346,11.618367346938774,5.885714285714286
0,2,50,78.73333333333333,78.39999999999999,74.66666666666667,64.86666666666667,55.79999999999999,46.63333333333333,37.199999999999996,28.233333333333334,19.566666666666666,11.699999999999998,6.233333333333334
0,2,60,79.9,79.3,75.4,65.5,56.0,46.7,37.3,28.3,19.8,12.3,6.6
0,2,70,83.25,82.69999999999999,78.80000000000001,68.85,59.2,49.65,40.3,31.299999999999997,22.3,14.15,8.45
0,2,90,78.10625,77.61875,73.71875,63.893750000000004,54.33125,44.80625,35.618750000000006,27.06875,18.925,11.625,6.143750000000001
0,2,100,82.6,82.0,78.1,68.2,58.7,49.3,39.5,29.8,20.8,12.1,2.9
0,2,105,79.3,78.6,74.7,64.8,55.3,45.9,36.6,27.9,19.7,12.4,6.8
0,2,110,81.16666666666666,80.58333333333333,76.68333333333334,66.75,57.23333333333334,47.85,38.63333333333333,29.816666666666674,21.51666666666667,14.216666666666667,9.616666666666667
0,2,122,80.16666666666667,79.53333333333333,75.63333333333334,65.75000000000001,56.291666666666664,47.008333333333326,37.666666666666664,28.874999999999996,20.625,13.208333333333334,7.616666666666667
0,2,130,79.85,79.3,75.3,65.4,55.875,46.425,36.974999999999994,28.349999999999998,20.075,12.9,6.9
0,2,150,80.39999999999999,79.8,75.83333333333333,65.96666666666667,56.333333333333336,46.699999999999996,37.233333333333334,28.333333333333332,20.0,12.566666666666668,6.599999999999999
0,2,164,77.0,76.5,72.5,62.7,53.2,44.0,34.9,26.5,18.7,11.8,6.6
0,2,170,78.98695652173912,78.43043478260869,74.52608695652174,64.65217391304348,55.1695652173913,45.7391304347826,36.33478260869565,27.5,19.169565217391305,11.921739130434785,5.630434782608695
0,2,180,82.2,81.5,77.6,67.65,58.3,49.05,40.1,30.85,22.3,14.75,9.5
0,2,185,78.55000000000001,77.8,74.1,64.2,54.55,45.05,35.8,27.05,18.5,12.0,6.25
0,2,188,77.5,76.94999999999999,73.05000000000001,63.15,53.75,44.6,35.5,26.950000000000003,19.05,12.0,6.5
0,2,195,84.6,83.9,80.0,70.1,60.6,51.3,42.0,32.9,23.8,16.6,11.5
0,2,198,77.86666666666667,77.26666666666667,73.36666666666667,63.46666666666667,54.03333333333333,44.833333333333336,35.699999999999996,27.133333333333336,19.133333333333336,12.033333333333331,6.633333333333333
0,2,220,79.0,78.5,74.65,64.75,55.349999999999994,46.1,36.8,28.049999999999997,19.15,11.25,4.7
0,2,230,80.8,80.2,76.3,66.3,56.8,47.5,38.0,28.8,20.2,12.5,6.5
0,2,240,77.85,77.30000000000001,73.4,63.45,54.0,44.75,35.55,26.95,18.9,11.850000000000001,6.35
0,2,261,80.96666666666667,80.36666666666667,76.43333333333334,66.5,56.9,47.4,38.0,28.900000000000002,20.233333333333334,12.533333333333331,7.266666666666667
0,2,275,78.7,78.1,74.2,64.3,54.8,45.6,36.4,27.6,19.4,12.1,6.5
0,2,290,76.275,75.75,71.85,61.975,52.6,43.575,34.6,26.15,18.424999999999997,11.475000000000001,5.525
0,4,1,75.74375,75.21875,71.30000000000001,61.39375,52.05,42.9375,34.03125,25.81875,18.39375,11.63125,6.15
0,4,3,78.1642857142857,77.72857142857141,73.88928571428572,63.989285714285714,54.521428571428565,45.28571428571428,36.25,27.84642857142858,20.33214285714286,13.414285714285713,8.067857142857145
0,4,5,78.924,78.344,74.416,64.49600000000001,54.97599999999999,45.644,36.428000000000004,27.712,19.644000000000002,12.168000000000001,6.544
0,4,7,78.50769230769231,78.05384615384615,74.16923076923078,64.2923076923077,54.93076923076923,45.71538461538462,36.815384615384616,28.492307692307687,20.78461538461539,13.538461538461537,7.776923076923078
0,4,9,78.25555555555556,77.75555555555556,73.87777777777778,63.9888888888889,54.36666666666667,45.17777777777778,35.855555555555554,27.233333333333334,19.42222222222222,12.377777777777776,7.555555555555555
0,4,11,82.69999999999999,82.94999999999999,79.5,69.7,60.25,50.5,41.75,32.8,24.4,17.55,12.05
0,4,12,76.72857142857143,76.2,72.3142857142857,62.45714285714285,53.028571428571425,43.72857142857142,34.871428571428574,26.628571428571426,19.114285714285717,12.914285714285713,7.757142857142857
0,4,13,78.5891820580475,78.13839050131925,74.24788918205805,64.34775725593667,54.819525065963056,45.39300791556728,36.08588390501319,27.28364116094987,19.220052770448547,12.053693931398417,6.576253298153033
0,4,15,75.09729729729729,74.62162162162161,70.80810810810812,60.98378378378377,51.63783783783784,42.55405405405405,33.8027027027027,25.96216216216216,18.881081081081078,12.497297297297298,7.4324324324324325
0,4,17,76.65862068965517,76.11034482758622,72.20689655172413,62.3103448275862,52.989655172413784,43.989655172413805,35.02413793103448,26.751724137931028,19.151724137931037,12.16206896551724,6.565517241379309
0,4,19,78.30590909090908,77.85363636363638,73.96954545454545,64.08772727272728,54.56818181818182,45.30909090909091,36.16818181818182,27.612272727272728,19.73363636363636,12.658636363636363,7.0604545454545455
0,4,21,78.6032258064516,78.15000000000002,74.25806451612904,64.42096774193547,54.9774193548387,45.63064516129034,36.45645161290322,28.009677419354844,20.14032258064516,13.082258064516129,7.550000000000001
0,4,23,81.5,81.07777777777777,77.16666666666667,67.23333333333335,57.58888888888888,48.02222222222222,38.67777777777778,29.34444444444444,21.022222222222226,13.11111111111111,6.677777777777778
0,4,25,78.8157894736842,78.26578947368421,74.36315789473684,64.51578947368424,55.223684210526315,46.11052631578948,37.21842105263158,28.818421052631578,20.926315789473684,13.484210526315792,8.176315789473682
0,4,27,78.11521739130436,77.65217391304347,73.76304347826085,63.84782608695651,54.29130434782608,44.94130434782609,35.67608695652173,27.071739130434782,19.40217391304348,12.613043478260865,6.930434782608696
0,5,1,74.725,74.55000000000001,70.80000000000001,60.9625,51.75,42.4875,33.7875,25.2875,17.799999999999997,11.1375,5.875
0,5,3,76.23333333333333,75.91666666666667,72.06666666666665,62.199999999999996,52.65,43.550000000000004,34.36666666666667,26.11666666666667,18.749999999999996,12.049999999999999,7.1000000000000005
0,5,5,75.2625,75.15,71.325,61.4875,52.35,43.099999999999994,34.325,26.0875,18.737499999999997,11.925,6.5875
0,5,7,78.14042553191489,77.75106382978723,73.8468085106383,63.974468085106395,54.41702127659574,45.00851063829787,35.674468085106376,26.912765957446805,18.846808510638297,11.95106382978723,6.638297872340425
0,5,9,76.48571428571428,76.34285714285714,72.47142857142858,62.642857142857146,53.11428571428571,43.642857142857146,34.800000000000004,26.414285714285715,18.87142857142857,12.1,7.042857142857143
0,5,11,73.32000000000001,73.44,69.62,60.0,50.86,41.580000000000005,32.88,24.740000000000002,17.240000000000002,10.98,6.62
0,5,13,74.6,74.1,70.4,60.5,51.35,41.95,33.2,25.35,17.55,11.100000000000001,6.300000000000001
0,5,15,76.96000000000001,76.72,72.85999999999999,62.98,53.720000000000006,44.720000000000006,35.92,27.48,19.72,12.580000000000002,7.0
0,5,17,74.44999999999999,74.0,70.475,60.650000000000006,51.025,42.15,33.175,24.925,18.05,12.525,7.700000000000001
0,5,19,74.97999999999999,74.46,70.6,60.760000000000005,51.379999999999995,42.160000000000004,33.1,25.0,17.560000000000002,11.08,6.319999999999999
0,5,21,73.66666666666667,73.38333333333334,69.58333333333333,59.699999999999996,50.416666666666664,41.15,32.6,24.733333333333334,17.566666666666666,11.383333333333333,5.883333333333333
0,5,23,76.71428571428571,76.31428571428572,72.45714285714286,62.671428571428564,53.199999999999996,44.32857142857143,35.528571428571425,27.471428571428568,20.085714285714285,13.542857142857144,8.27142857142857
0,5,25,76.75,76.1,72.30000000000001,62.45,53.15,43.85,34.5,26.15,18.5,12.3,6.949999999999999
0,5,27,77.14000000000001,76.8,72.9,63.06,53.64000000000001,44.239999999999995,35.67999999999999,27.52,20.68,14.34,9.32
0,5,29,75.05,74.58333333333333,70.76666666666667,60.96666666666666,51.68333333333334,42.68333333333334,33.93333333333334,25.766666666666666,18.666666666666668,12.233333333333334,7.1499999999999995
0,5,31,75.78235294117648,75.57647058823531,71.70588235294117,61.89411764705883,52.417647058823526,42.99411764705882,34.02352941176471,25.623529411764704,18.252941176470593,11.829411764705881,6.988235294117647
0,5,33,75.52727272727272,75.28181818181818,71.44545454545454,61.6090909090909,52.1,42.97272727272727,33.97272727272727,25.581818181818186,18.12727272727273,11.436363636363636,6.454545454545454
0,5,35,73.30625,73.07499999999999,69.2125,59.375,50.14375,40.974999999999994,32.337500000000006,24.418750000000003,17.74375,12.29375,7.31875
0,5,37,73.8,73.53333333333333,69.71666666666667,59.88333333333333,50.65,41.93333333333334,32.916666666666664,24.75,17.2,11.016666666666667,6.016666666666667
0,5,39,74.2,74.1,70.3,60.45,51.150000000000006,42.7,33.8,26.15,19.15,12.6,7.699999999999999
0,5,41,75.08000000000001,74.78,70.96000000000001,61.160000000000004,52.0,42.88,34.32,26.540000000000003,19.64,13.8,9.08
0,5,43,75.56,75.52,71.8,62.0,52.519999999999996,43.48,34.5,26.139999999999997,18.560000000000002,12.58,6.760000000000001
0,5,45,76.00869565217388,75.74347826086957,71.86521739130434,61.98695652173913,52.56956521739131,43.160869565217396,33.991304347826095,25.543478260869566,17.87826086956522,10.921739130434784,5.326086956521738
0,5,47,74.7,74.16666666666667,70.3,60.4,51.0,42.03333333333333,33.36666666666667,25.2,18.033333333333335,11.5,6.1000000000000005
0,5,49,76.6,76.6,72.75,62.849999999999994,54.15,45.0,36.15,28.2,21.049999999999997,14.200000000000001,10.1
