Days,Date,Change
46 , 2020-02-16 , nan
47 , 2020-02-17 , -1.4273488372092729
48 , 2020-02-18 , -0.07709767441857603
49 , 2020-02-19 , 0.5417674418604931
50 , 2020-02-20 , -1.1460465116278797
51 , 2020-02-21 , -0.8178604651162521
52 , 2020-02-22 , 0.0916837209302599
53 , 2020-02-23 , -3.565246511627882
54 , 2020-02-24 , -5.224930232558115
55 , 2020-02-25 , -2.94638139534881
56 , 2020-02-26 , -2.552558139534858
57 , 2020-02-27 , -4.561860465116254
58 , 2020-02-28 , -3.396465116279044
59 , 2020-02-29 , -0.32558139534881064
60 , 2020-03-01 , 1.5966511627907254
61 , 2020-03-02 , 3.636093023255841
62 , 2020-03-03 , 5.098865116279095
63 , 2020-03-04 , 4.4237395348837465
64 , 2020-03-05 , 1.8076279069767718
65 , 2020-03-06 , 1.0106046511628186
66 , 2020-03-07 , 1.5732093023256095
67 , 2020-03-08 , 0.4573767441860738
68 , 2020-03-09 , 0.5066046511628173
69 , 2020-03-10 , 1.8779534883721207
70 , 2020-03-11 , 2.398362790697703
71 , 2020-03-12 , 9.297302325581423
72 , 2020-03-13 , 20.964316279069795
73 , 2020-03-14 , 17.922232558139566
74 , 2020-03-15 , 7.192558139534911
75 , 2020-03-16 , -5.506232558139511
76 , 2020-03-17 , 6.955460465116306
77 , 2020-03-18 , 10.046824969400271
78 , 2020-03-19 , 1.8820902872777272
79 , 2020-03-20 , -21.701209302325555
80 , 2020-03-21 , -28.319851162790677
81 , 2020-03-22 , -36.19631627906975
82 , 2020-03-23 , -38.61786046511626
83 , 2020-03-24 , -33.481748837209274
84 , 2020-03-25 , -26.744558139534856
85 , 2020-03-26 , -28.573023255813922
86 , 2020-03-27 , -26.68829767441858
87 , 2020-03-28 , -29.13562790697672
88 , 2020-03-29 , -37.64502325581393
