Days,Date,Change
46 , 2020-02-16 , nan
47 , 2020-02-17 , -4.907412587412601
48 , 2020-02-18 , -3.9769510489510593
49 , 2020-02-19 , -3.018293706293716
50 , 2020-02-20 , -2.5107692307692417
51 , 2020-02-21 , -2.5107692307692417
52 , 2020-02-22 , -3.039440559440571
53 , 2020-02-23 , -3.102881118881129
54 , 2020-02-24 , -1.4957202797202882
55 , 2020-02-25 , 0.02685314685313922
56 , 2020-02-26 , -0.4806713286713375
57 , 2020-02-27 , 0.36520279720278676
58 , 2020-02-28 , 1.8877762237762141
59 , 2020-02-29 , 3.6218181818181705
60 , 2020-03-01 , 4.256223776223763
61 , 2020-03-02 , 1.6481118881118775
62 , 2020-03-03 , -0.3960839160839266
63 , 2020-03-04 , -1.34769230769232
64 , 2020-03-05 , -0.8190209790209906
65 , 2020-03-06 , -1.6648951048951162
66 , 2020-03-07 , 0.4215944055943964
67 , 2020-03-08 , 1.2755244755244672
68 , 2020-03-09 , -1.3023776223776298
69 , 2020-03-10 , -5.189370629370636
70 , 2020-03-11 , -10.387972027972038
71 , 2020-03-12 , -23.869090909090918
72 , 2020-03-13 , -34.7515868746638
73 , 2020-03-14 , -43.11272727272728
74 , 2020-03-15 , -44.035499046408155
75 , 2020-03-16 , -47.765034965034985
76 , 2020-03-17 , -54.02450349650352
77 , 2020-03-18 , -57.2576223776224
78 , 2020-03-19 , -59.973818181818196
79 , 2020-03-20 , -61.34601398601399
80 , 2020-03-21 , -60.735104895104904
81 , 2020-03-22 , -59.46629370629371
82 , 2020-03-23 , -60.0302097902098
83 , 2020-03-24 , -61.72195804195807
84 , 2020-03-25 , -61.214433566433584
85 , 2020-03-26 , -60.664615384615395
86 , 2020-03-27 , -60.98181818181819
87 , 2020-03-28 , -59.912727272727274
88 , 2020-03-29 , -59.278321678321696
