Days,Date,Change
46 , 2020-02-16 , nan
47 , 2020-02-17 , 2.45965156794423
48 , 2020-02-18 , 1.2420905923344752
49 , 2020-02-19 , -0.7060069686411339
50 , 2020-02-20 , -0.6310801393728435
51 , 2020-02-21 , -0.01560975609758332
52 , 2020-02-22 , 1.1885714285714053
53 , 2020-02-23 , 3.0801393728222752
54 , 2020-02-24 , 1.6301045296167018
55 , 2020-02-25 , -3.234787456446014
56 , 2020-02-26 , -6.0164459930313825
57 , 2020-02-27 , -6.437909407665529
58 , 2020-02-28 , -5.3702020905923575
59 , 2020-02-29 , -3.23478745644602
60 , 2020-03-01 , 0.5864808362369018
61 , 2020-03-02 , 0.25867595818812816
62 , 2020-03-03 , -1.5910801393728444
63 , 2020-03-04 , -3.593031358885039
64 , 2020-03-05 , -4.435958188153332
65 , 2020-03-06 , -5.7003484320557725
66 , 2020-03-07 , -5.988348432055773
67 , 2020-03-08 , -2.9859233449477562
68 , 2020-03-09 , -1.9824390243902639
69 , 2020-03-10 , -6.076655052264832
70 , 2020-03-11 , -8.123763066202116
71 , 2020-03-12 , -9.207526132404208
72 , 2020-03-13 , -10.652543554006993
73 , 2020-03-14 , -16.468738675958207
74 , 2020-03-15 , -17.69700348432058
75 , 2020-03-16 , -20.868013937282253
76 , 2020-03-17 , -26.587874564459955
77 , 2020-03-18 , -34.98034843205577
78 , 2020-03-19 , -42.041533101045324
79 , 2020-03-20 , -48.16278745644601
80 , 2020-03-21 , -54.800836236933804
81 , 2020-03-22 , -58.30600696864112
82 , 2020-03-23 , -58.231080139372835
83 , 2020-03-24 , -57.29449477351918
84 , 2020-03-25 , -57.29449477351918
85 , 2020-03-26 , -57.68786062717771
86 , 2020-03-27 , -57.6457142857143
87 , 2020-03-28 , -56.311080139372834
88 , 2020-03-29 , -59.425226480836244
